((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stress/non-stress
11:31:57:875;0.161916440746;0.102370434535;0.28259415668790444;0.4213795;-0.464475133446;0.0329028397297;-1.1826001942229556;-0.21068975;9.90262345;0.0612329772921;0.9618834896976001;10.093954;561.212246768;593.899401589;-0.28164427589047936;580.9884;0.357290827;0.000424213586354;1.0136373950954507;0.3702311;0.0;0.0;-3.0;0.0;0
11:31:58:031;0.145464855479;0.09241159702;0.5011556271836963;0.40222588;-0.469195130339;0.0337132044022;-1.2039807289751994;-0.21068975;9.91568891964;0.0622374061738;0.8712622348123511;10.113108;559.394762518;536.89793367;0.04841642533932733;578.69934;0.359529406286;0.000336823361198;2.213946403976543;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:187;0.135682831157;0.0881036485022;0.674069155744911;0.352426484;-0.478156285589;0.0328086909679;-1.045633625063307;-0.30645782;9.91904078571;0.0619079163373;0.9175156232001833;10.132261;557.112359036;516.685977649;0.313372907566448;576.419;0.361767985571;0.000239410661605;3.8087615009970373;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:343;0.1376665983;0.0834590958591;1.01283126431486;0.34476504;-0.493000335911;0.030191301886;-0.7468345399952225;-0.32561144;9.91555205357;0.0561196618691;1.3557756871900253;10.113108;554.907043554;429.878406424;0.537898043533604;571.88556;0.364006564857;0.000131975487575;2.7944884587030296;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:500;0.136572105843;0.0822446364128;1.111924207687335;0.34476504;-0.508220618036;0.0267607719001;-0.3618371982805493;-0.34476504;9.92711260536;0.0518735538839;1.8601572545712504;10.113108;554.055073321;402.431374254;0.6043649794713248;571.88556;0.365159846429;9.951597991e-05;0.12799218368340304;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:656;0.13906891605;0.0818964145018;1.1747932881823573;0.34476504;-0.520670467821;0.0245875797488;0.06505172649217306;-0.40222588;9.93224302857;0.0513737254049;1.9818743183808047;10.113108;552.161514179;307.567869547;0.17843057718909172;562.9253;0.366041803571;8.59036328778e-05;1.0990379173740488;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:812;0.140608045886;0.0814967454887;1.2299036678475899;0.34476504;-0.528468725393;0.0235363266857;0.4161016520418661;-0.40222588;9.93867316607;0.0509357189209;2.115153630574941;10.113108;552.038968821;309.852050456;0.14850113158317546;564.2667;0.366923760714;7.0735589042e-05;2.6213058419243147;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:58:968;0.159624847329;0.0680281687279;1.13933226794484;0.34476504;-0.545433355107;0.0187712900142;0.9990507118309773;-0.47884035;9.93566329107;0.0471408724961;2.3941308575300706;10.113108;551.929835321;318.251212561;0.011698279384932508;569.6323;0.367805717857;5.40118484025e-05;5.290729072907197;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:59:125;0.187089760668;0.0531003800242;0.6638996708687892;0.34476504;-0.5629452315;0.014039869779;1.2967282010736136;-0.49799395;9.91671488304;0.0389815420332;3.1289479931738793;10.0748005;552.575328607;335.03066232;-0.21695614995653134;571.88556;0.368687675;3.57324109594e-05;11.066666666666567;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:59:281;0.189244542257;0.0508003995332;0.814141985595203;0.34476504;-0.572829864946;0.0115450949186;2.166331468855252;-0.51714754;9.92379486339;0.0353086460431;4.242839435431146;10.0748005;554.020298893;316.39401435;-0.07919233654077829;571.88556;0.369569632143;1.58972767125e-05;32.360856269112986;0.3702311;0.0;0.0;-3.0;0.0;1
11:31:59:437;0.203951780989;0.0437885833408;1.439009515354634;0.34476504;-0.585861163179;0.00754273469417;1.5592485375053613;-0.5363012;9.92061399196;0.0347957897338;4.341925502339401;10.055647;555.376826482;304.042970455;-0.060864897975561494;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:31:59:593;0.212263081239;0.0397495255326;1.615275548358298;0.36391866;-0.592462319268;0.00634107431715;1.6122526096944547;-0.5363012;9.93723660446;0.0230816616269;2.6709624484007914;10.055647;556.120935857;295.633335843;-0.08110341002677801;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:31:59:750;0.212844530311;0.0392226156958;1.7344747207210736;0.36391866;-0.595677390768;0.00675312351416;1.758778154114946;-0.5363012;9.94441923125;0.0192281445449;-0.7515553275012268;10.055647;557.805428732;255.323186477;-0.9367472033864774;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:31:59:906;0.210860763232;0.039781451544;1.6058298455198594;0.36391866;-0.604775355875;0.00675210785972;1.7119359014517341;-0.5554548;9.94948126339;0.0182951391774;-0.6023816436110416;10.055647;558.79954275;267.083676227;-1.0480309039729598;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:062;0.210758154682;0.0402223642964;1.53596565720055;0.36391866;-0.616438536839;0.00614233574379;1.1079163576467934;-0.5554548;9.95608240446;0.017422556153;-0.4155163261806707;10.055647;558.699629536;269.855392623;-1.0806688275610385;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:218;0.219719309525;0.032334560006;0.6767495480635768;0.36391866;-0.624134185107;0.00765421542874;0.9534910441254998;-0.5554548;9.95461167589;0.0167626357318;-0.26424488367138377;10.036493;558.319830804;284.868764186;-1.101366583162317;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:375;0.219548295043;0.0324260588582;0.6638712138485228;0.36391866;-0.631316789929;0.00734320233881;0.8105506419130655;-0.5554548;9.95786096161;0.0160558595627;-0.09883819773173119;10.036493;557.776047839;317.117775404;-0.8222640745289493;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:531;0.212605110189;0.0354167532017;0.4053272126145182;0.36391866;-0.636515625679;0.00746026051159;0.33391786192641915;-0.5554548;9.96042617946;0.0150278366182;-0.04722579841372898;10.036493;556.855348625;327.944106392;-0.8569788622682784;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:687;0.200292073089;0.0389049266368;0.10872505460920046;0.36391866;-0.637131277107;0.00721463677239;0.4446083993330636;-0.5746084;9.96316240089;0.0140897257136;-0.018063500349053463;10.036493;555.151637804;353.945893163;-0.8936627400073163;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:00:843;0.193725119843;0.0405333399231;-0.010793756342872385;0.36391866;-0.637883739464;0.00699157686;0.5458873712665686;-0.5746084;9.97332062589;0.0131356677199;-0.05317757067770135;10.055647;555.059320339;368.69015707;-1.0100272273140487;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;1
11:32:01:000;0.195811495604;0.0375685878355;0.006203678310989336;0.36391866;-0.643800836714;0.0071714168373;0.2750210826845758;-0.5746084;9.97157626518;0.0116799740384;-0.2897613350522472;10.055647;554.382638589;364.036471329;-0.9714174487670184;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;1
11:32:01:156;0.184114110229;0.0380991042605;0.06366372186130587;0.34476504;-0.65135967375;0.00834868591613;0.5993997654094518;-0.5746084;9.97550959107;0.011870561103;-0.30962908879762185;10.0594777;554.53854675;363.503606291;-0.9725329555877447;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;1
11:32:01:312;0.166773249289;0.0354505379878;0.1903087408873958;0.32561144;-0.660115611339;0.0102323295735;1.3519097365555597;-0.5746084;9.98146087054;0.0102170388703;-0.7152498243616421;10.0748005;554.146903304;366.868886992;-1.0006472892804792;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;1
11:32:01:468;0.150048040236;0.0344453285862;0.5287876088787722;0.2873042;-0.677182850071;0.0176121302135;3.0391068514683086;-0.5746084;9.98187130268;0.00946281138692;-0.5428518278732604;10.055647;554.186971446;372.641451555;-0.9450914426124917;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;1
11:32:01:625;0.140197610575;0.0318302842512;1.084230509777397;0.24899697;-0.69486574;0.0229291629243;1.901503816957037;-0.59376204;9.98217913482;0.00894932931507;-0.40976833753978115;10.055647;555.295318232;439.912536675;-0.2680357412160479;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:01:781;0.140060799254;0.0318777984199;1.074597513010926;0.24899697;-0.711385731518;0.0238969633616;1.1280870205151814;-0.59376204;9.97937450804;0.00833676332451;-0.22706136632320062;10.036493;556.069349804;484.640253826;-0.20854865679470969;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:01:937;0.138042829061;0.0315094037883;1.1876320483101228;0.24899697;-0.717986887054;0.024711938643;0.7075089040838871;-0.59376204;9.98310262054;0.00843888694209;-0.25790401404731433;10.036493;556.298207304;515.005722193;-0.021541207730379597;574.14795;0.3702311;3.08148791102e-33;-2.0;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:093;0.133870077639;0.0313272601811;1.3370731456171283;0.24899697;-0.727119057161;0.0268386360251;0.09392462102396992;-0.59376204;9.98433392411;0.00869332153796;-0.3947135033124143;10.055647;558.440721411;577.477491135;-0.1787692510677643;574.14795;0.372130688;0.000122686775371;30.029411764705976;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:250;0.124361675746;0.0237005062698;-0.21482201929281386;0.24899697;-0.730812968518;0.0272548080154;-0.05026274797730368;-0.59376204;9.99179012054;0.00739389414897;-0.3925928615267775;10.055647;560.262025411;711.429365845;0.13700896025618103;576.419;0.374505173;0.000265896522358;10.624257845631956;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:406;0.124806313479;0.023658503309;-0.4598873817574307;0.24899697;-0.736148617679;0.026962676139;-0.11020653509350176;-0.59376204;9.98751477232;0.00663634122476;-0.24691345733947845;10.036493;562.190462589;774.861379993;-0.2977237577661165;580.9884;0.376879658;0.000397829911314;5.111111111111159;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:562;0.120017910264;0.0233633768465;-0.38704575170785027;0.24899697;-0.750171798929;0.0272207891083;-0.4124062421445638;-0.61291564;9.98785680804;0.00629631819197;-0.26986258761348036;10.036493;564.356488018;766.048403237;-0.43663133700339696;587.91064;0.379254143;0.00051848694224;2.525445846020049;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:718;0.130586601157;0.0291978193825;0.18544734345202052;0.24899697;-0.759817011875;0.0269642017123;-0.5395428427148752;-0.61291564;9.97448351339;0.0121557718276;6.464114315072237;10.036493;566.433824839;801.320331291;-0.6369842801562644;593.040016;0.381628628;0.000627867615135;1.0402298850574931;0.3702311;0.0;0.0;-3.0;0.0;0
11:32:02:875;0.145020217836;0.0372685777245;0.4391242936963313;0.2681506;-0.766212951036;0.0259396829515;-0.5044448145325515;-0.61291564;9.96234150804;0.0152841216457;3.912359644568067;10.036493;567.709411;826.42435051;-0.7138655242820091;594.9154;0.384003113;0.00072597193;0.08884746815782174;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:03:031;0.142968045039;0.0375372659138;0.4260168962559998;0.2681506;-0.77654221925;0.026017626999;-0.6363424511776321;-0.61291564;9.96032355982;0.0153338808541;3.761964308142754;10.036493;568.730257464;816.94003184;-0.7081457980720156;594.9154;0.386377598;0.000812799886835;-0.5615982241953388;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:03:187;0.140129205754;0.0385734970747;0.40976065361909875;0.2681506;-0.788752647232;0.0252038591871;-0.721457981295853;-0.63206923;9.95269633839;0.0172026035755;2.493267309631608;10.036493;570.12348125;872.268902335;-0.665190246928248;604.3848;0.388752083;0.000888351485639;-1.0241177963950212;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:03:343;0.129457906918;0.041919399608;0.3477533792325622;0.2681506;-0.800723655661;0.0256395070986;-0.8101294006788882;-0.63206923;9.94927605982;0.0173383038058;2.2697849989811365;10.036493;573.145089018;987.903299391;-0.7253418130482849;606.7755;0.391126568;0.000952626726412;-1.3598484848484809;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:03:500;0.119333854186;0.0410316150049;0.6110171781724909;0.24899697;-0.811531765482;0.0260330314588;-0.8816733557205692;-0.63206923;9.95160185;0.0171463768283;2.476235415255199;10.036493;576.054183839;1192.59341951;-0.6169592326872682;609.17596;0.393501053;0.00100562560916;-1.6043956043956;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:03:656;0.108936178293;0.0424826997149;0.5883732591689519;0.24899697;-0.828701611911;0.0262930259216;-0.9375081563855305;-0.63206923;9.95399606071;0.0172733059393;2.5051521210296874;10.055647;579.554779625;1477.86366758;-0.23661184023119075;609.17596;0.395875538;0.00104734813387;-1.7795004306632194;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:03:812;0.105037049864;0.0423264843717;0.6770946323880587;0.24899697;-0.842177546732;0.0252547629023;-0.9476315609394996;-0.6703765;9.95474852679;0.0172121513577;2.5766020292562644;10.055647;584.972729;2190.24446534;1.1853208244674072;618.8724;0.398250023;0.00107779430055;-1.8987235823393998;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:03:968;0.0918347376375;0.041622588698;1.001529778969779;0.218351194;-0.851685948179;0.0236123207061;-0.8450523546531667;-0.7086837;9.95269634821;0.0170362070013;2.59577846866404;10.055647;590.338769964;2720.29275876;0.6434185617864832;633.70715;0.400624508;0.0010969641092;-1.970394736842104;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:04:125;0.0821211193446;0.0438416573402;0.9313846159131587;0.218351194;-0.859073769821;0.0219243302703;-0.7665864859027045;-0.7469909;9.95047316071;0.0169894996211;2.5285930420290024;10.055647;596.405232107;3523.33864024;0.34581596718798746;636.2142;0.404665747286;0.00131171013331;-1.1924534145247223;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:04:281;0.0701501109875;0.048501118425;0.6584372485332111;0.218351194;-0.864204202321;0.0211213539058;-0.7052365528041795;-0.7469909;9.9538934375;0.0171076542859;2.6067538895717233;10.055647;604.069115321;4811.53436657;0.6110277591288704;641.25757;0.409123675143;0.00154127004759;-0.9571800309860534;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:04:437;0.0628306943375;0.04884555591;0.7548426500334231;0.203028298;-0.866906231268;0.0206791236118;-0.6388383912290885;-0.7469909;9.9467450375;0.0187849768091;1.6542612789745217;10.055647;612.368089786;5871.00431932;0.15281892721050783;656.6289;0.413581603;0.0017310837203;-0.9718800749655054;0.43671668;0.0;0.0;-3.0;0.0;1
11:32:04:593;0.0565031611946;0.05077656511;0.6296656481982681;0.203028298;-0.862972901179;0.0218854065009;-0.7785835531039953;-0.7469909;9.94708706429;0.0191279480669;1.5148965868375655;10.055647;623.171482679;7523.19148759;0.23524348785938187;699.4451;0.418039530857;0.00188115115146;-1.044412037963328;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:04:750;0.0533222932304;0.0515759651091;0.5811689536407729;0.203028298;-0.872823331446;0.0222706106116;-0.7686002828254161;-0.7469909;9.94421401786;0.019616135282;1.221436556873865;10.055647;633.722748643;8411.05824852;-0.13615304591989785;736.2807;0.422497458714;0.00199147234106;-1.111858224999543;0.43671668;0.0;0.0;-3.0;0.0;0
11:32:04:906;0.0499020052125;0.053121319839;0.48820722216458234;0.203028298;-0.885581007982;0.0234049980892;-0.7910371369977565;-0.7469909;9.94900241429;0.0194327023879;1.4519826553671464;10.055647;644.117246;9245.21820555;-0.5070073631197158;739.19305;0.426955386571;0.00206204728909;-1.151357659329128;0.49505308;0.0;0.0;-3.0;0.0;0
11:32:05:062;0.0445663554625;0.0560780973138;0.35422300984673294;0.203028298;-0.886538688696;0.0238697322824;-0.6843996476703618;-0.7469909;9.94968647857;0.0195283482202;1.4398556357081693;10.055647;653.597259071;9447.21350197;-0.778312049493258;765.93036;0.431980607143;0.00219479555412;-0.9504036590934293;0.49505308;0.0;0.0;-3.0;0.0;0
11:32:05:218;0.0402909953946;0.0573626310397;0.3273928342247272;0.203028298;-0.889822166;0.022524587731;-0.6464030096663955;-0.7661445;9.94428243036;0.0193129947061;1.302076129855978;10.055647;662.812006071;9946.01428283;-1.0267651580632091;781.2002;0.438329510714;0.00249904378836;-0.6542224448490273;0.49505308;0.0;0.0;-3.0;0.0;0
11:32:05:375;0.0482944704732;0.0668222387842;0.051167704985486395;0.24899697;-0.887462168107;0.0238685981081;-0.5594736808674812;-0.7469909;9.92954101071;0.024924235535;2.4287569028199743;10.0403238;670.512342821;9827.94523718;-1.1750987760920835;781.2002;0.444678414286;0.00272267486947;-0.6176812003103391;0.49505308;0.0;0.0;-3.0;0.0;0
11:32:05:531;0.0380678094089;0.0794312286159;0.0021007194922106898;0.24899697;-0.879390287857;0.0266909097804;-0.6120994934334525;-0.7469909;9.94004130089;0.0389103044723;3.498444474681321;10.055647;678.390645571;9731.56536816;-1.292271514421512;787.39294;0.451027317857;0.00286568879747;-0.6585877159087721;0.49505308;0.0;0.0;-3.0;0.0;0
11:32:05:687;0.0402909966482;0.0793480824183;-0.005864846353059061;0.24899697;-0.874362463804;0.0276687825214;-0.68003367641071;-0.7469909;9.94240130982;0.0392047280952;3.408851056895874;10.055647;687.030555446;9435.690573;-1.3864254156873586;787.39294;0.457376221429;0.00292808557235;-0.7184165900960755;0.49505308;0.0;0.0;-3.0;0.0;1
11:32:05:843;0.0467895441482;0.0797124398184;-0.06139074529742805;0.2681506;-0.855687689018;0.0277824103714;-0.8385343923647195;-0.6703765;9.95129405268;0.0418813510243;2.77242538882074;10.055647;695.307951411;9045.72869726;-1.442713685391127;790.50793;0.463725125;0.00290986519411;-0.7854770050892386;0.49505308;0.0;0.0;-3.0;0.0;1
11:32:06:000;0.0602312767625;0.0881614514775;-0.3186860494615149;0.2873042;-0.838107408054;0.0284402188275;-0.570991288970145;-0.6512229;9.94838680804;0.0429333850136;2.532772738686014;10.055647;701.247150518;8990.46477244;-1.4485518762067187;790.50793;0.470074028571;0.00281102766275;-0.8777063427836316;0.5480004;0.0;0.0;-3.0;0.0;1
11:32:06:156;0.0496283835339;0.0864817993887;-0.16899536870265086;0.2681506;-0.810334668482;0.0421871522065;1.3335811344289565;-0.61291564;9.95255955089;0.0438726894147;2.318490006411415;10.055647;707.414519268;8564.5300042;-1.4037925783178467;790.50793;0.478203184286;0.00297199589703;-0.7496370370215408;0.5480004;0.0;0.0;-3.0;0.0;1
11:32:06:312;0.0351263621411;0.0871383495138;-0.10085091198853169;0.2681506;-0.796482501661;0.0462598872839;0.7331184886086661;-0.61291564;9.96008421339;0.047283013496;1.8176499348007509;10.0786312;714.304979804;8042.47947641;-1.352395955979091;790.50793;0.48633234;0.00300079778605;-0.9552143200752954;0.5480004;0.0;0.0;-3.0;0.0;0
11:32:06:468;0.0230527450625;0.0904972483451;-0.07869798813889783;0.2681506;-0.781570045232;0.0471414856201;0.4286595839729501;-0.5746084;9.97020827946;0.0555840365763;1.2527428038258268;10.093954;721.884669446;7883.59906689;-1.2487887903078387;793.63477;0.492561907714;0.00323950282318;-1.1391244682273018;0.5480004;0.0;0.0;-3.0;0.0;0
11:32:06:625;0.0254811500625;0.0940879597839;-0.02661147549792009;0.22984336;-0.773292947982;0.0492962785611;0.16575416460922066;-0.5554548;9.96596712946;0.0579059321416;0.9922015642030408;10.0977848;725.998539661;7531.01403895;-1.074386703448476;793.63477;0.498316578429;0.00349089937606;-1.2644552180484605;0.5480004;0.0;0.0;-3.0;0.0;0
11:32:06:781;0.0219924558125;0.0927704142417;0.07894806757502115;0.17238252;-0.764058171393;0.0516411466048;-0.12494490636175559;-0.5554548;9.96658278393;0.0580552834808;0.9719354752649014;10.113108;730.082561375;7005.48033329;-0.8334011552301241;793.63477;0.504071249143;0.00367606345889;-1.3611515675764934;0.5480004;0.0;0.0;-3.0;0.0;0
11:32:06:937;0.0403936058125;0.106403003003;0.007099451094332299;0.2873042;-0.748051223107;0.0527724726188;-0.3124617696870913;-0.5554548;9.94626628036;0.0672895310204;1.0153834338406407;10.093954;733.941629696;6345.59088781;-0.5933114978538967;793.63477;0.509825919857;0.00379499507165;-1.4211264124860976;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:093;0.0393333160054;0.110581310942;0.4793133451725011;0.22984336;-0.731086594268;0.0570657932987;-0.47152156550562374;-0.5554548;9.94931031071;0.0714189399502;1.4772317605101977;10.093954;739.284287018;5733.30169522;-0.225809395285681;793.63477;0.516611344339;0.0040823337395;-1.2258935061591607;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:250;0.0352973758125;0.10730038084;0.5654211584097584;0.22984336;-0.722228047982;0.0584985734895;-0.5938537606135976;-0.5554548;9.94838683304;0.0766702209428;1.167474802741193;10.093954;746.534441375;4957.32108813;0.1375227943367192;793.63477;0.524656578982;0.00454438770923;-1.0265741031896145;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:406;0.0261310034732;0.110685664988;0.5260783751373919;0.22984336;-0.706426317411;0.0592743866092;-0.6774528546881076;-0.5363012;9.96531725982;0.0847971560088;0.7812724004174276;10.132261;754.666774946;3999.98476464;0.3178888826631927;806.2673;0.532701813625;0.00487699007806;-0.9848562254985826;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:562;0.0100898519411;0.116409948379;0.4399058749108047;0.22984336;-0.689017050911;0.0600070453665;-0.7146864733443139;-0.49799395;9.98741232054;0.0892833355487;0.6799860127520252;10.151415;761.367538875;3073.14993871;-0.021548757215675174;806.2673;0.540747048268;0.00508014084596;-0.9901569343889158;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:718;0.00571188319107;0.119998372122;0.32881150825768835;0.22984336;-0.672804884482;0.0577190121862;-0.624196343958078;-0.49799395;10.0027352098;0.0985502412487;0.3777139949757138;10.266336;766.373666464;2480.70246422;0.2061971436140828;806.2673;0.548792282911;0.00515384001295;-1.0029496660675035;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:07:875;0.00338608719107;0.123057926634;0.21032881091278854;0.22984336;-0.660320832696;0.0544628933244;-0.426387697265711;-0.49799395;9.99996478304;0.101266158254;0.2235814440651578;10.266336;770.930547929;1996.43930255;0.4110433546260932;806.2673;0.556837517554;0.00509808757902;-1.0134942700550622;0.59784746;0.0;0.0;-3.0;0.0;0
11:32:08:031;0.00632753495893;0.124595064479;0.1178768727107844;0.22984336;-0.640825189714;0.0491835821636;-0.22706100160638476;-0.49799395;9.99739956339;0.10161787613;0.19308858492572245;10.266336;775.667043643;1582.66531567;0.04513499082256889;806.2673;0.565271030321;0.00500502189178;-0.9957494694887474;0.66198325;0.729437625;59.060796613;107.00900900900905;0.0;0
11:32:08:187;-0.0040701411125;0.12647904513;0.127915389692987;0.22984336;-0.628717369643;0.0447562776711;0.14351672531978643;-0.49799395;10.0011618634;0.102310602465;0.16678129435761235;10.266336;777.703366321;1462.11099415;0.27277271951606785;806.2673;0.574869377464;0.00502466656218;-0.9817182668783291;0.66198325;3.647188125;284.66239809;17.44672897196261;0.0;1
11:32:08:343;-0.00300985199286;0.127434494443;0.07561548832801135;0.22984336;-0.619858823964;0.0421742076058;0.4591020929049683;-0.49799395;9.99849403661;0.105300100408;0.006048219467554183;10.266336;778.703830696;1362.65096268;0.3478479541085977;806.2673;0.584467724607;0.00486005469683;-1.1427202861551946;0.66198325;6.564938625;493.237463606;7.531823085221147;0.0;1
11:32:08:500;0.000376233219643;0.126478436902;0.08521580266892226;0.22984336;-0.611308104429;0.0399269508687;0.8276113372815304;-0.49799395;9.99832302054;0.105565496223;-0.006258362342348445;10.266336;777.800037393;1445.03705971;0.1569820448422572;806.2673;0.592399317464;0.00493570132728;-1.2217880488279647;0.66198325;9.482689125;684.785993161;3.74669774669775;0.0;1
11:32:08:656;0.0110475320768;0.125224502557;0.04192133161060241;0.2873042;-0.603167819679;0.0373228283923;1.3036441819552982;-0.49799395;9.99339780804;0.107644174332;-0.11012623437850921;10.266336;774.132189179;1717.22440898;0.2531457388017522;806.2673;0.59991422175;0.00499739824647;-1.2357710491297271;0.66198325;12.400439625;859.307986757;1.7671826625387013;0.0;1
11:32:08:812;0.0188799918554;0.125626207032;-0.040649055806476486;0.2873042;-0.600192168446;0.0364036650656;1.511949832886411;-0.49799395;9.99421867589;0.107319876788;-0.0835830010364087;10.266336;770.218433643;2016.2903142;-0.021659589718277417;806.2673;0.607429126036;0.00494614759282;-1.2355182087677121;0.66198325;15.318190125;1016.80344439;0.5641025641025661;0.0;1
11:32:08:968;0.0319796953482;0.124876761314;-0.10110321543320833;0.2873042;-0.601320861821;0.0361946184085;1.4798862340564005;-0.49799395;9.99719432411;0.107727041847;-0.09401783610091341;10.266336;765.250821321;1975.58478423;-0.06658126517854202;793.63477;0.614944030321;0.00478194936633;-1.227299102988113;0.7054704;18.235940625;1157.27236607;-0.23264367816091847;81.697014;1
11:32:09:125;0.0496625843982;0.129078161601;-0.3230712598475378;0.2873042;-0.589691882089;0.0298832534225;2.1575188661802276;-0.49799395;9.99828880804;0.109868915152;-0.17658996684300332;10.266336;761.917948321;1895.84251304;-0.27525189496751956;790.50793;0.623307589071;0.00467186745822;-1.1977295135594903;0.7054704;21.5109144107;1328.60616252;-0.7410876164741107;81.697014;1
11:32:09:281;0.0603680860304;0.127431825304;-0.2978101381721223;0.2873042;-0.576147539768;0.0209525946169;1.541137687895394;-0.49799395;10.0076603866;0.11159773955;-0.2172745939709313;10.266336;758.224846679;1783.58359842;-0.345660918867178;790.50793;0.631954032643;0.004472523341;-1.2557418087931027;0.7054704;24.904962625;1493.61620982;-1.1182552525793563;81.697014;1
11:32:09:437;0.0960416905946;0.138653697966;-0.5356898690964687;0.4405331;-0.573171889054;0.0198739357153;1.238968613353455;-0.49799395;10.0012986687;0.113509488881;-0.32281634165362094;10.266336;756.202345446;1721.52637854;-0.4283557252364032;790.50793;0.6400331835;0.00425843475593;-1.391993033218095;0.7054704;28.2990108393;1635.58713055;-1.4057864649665308;81.697014;1
11:32:09:593;0.118547186087;0.144417377337;-0.6688393214775341;0.51714754;-0.568862326268;0.0192101467446;1.3497935221223383;-0.49799395;9.99910969196;0.114857362188;-0.37696767472540893;10.266336;753.486504482;1579.85475911;-0.48495061843016574;787.39294;0.646788651357;0.00424716707561;-1.3344297509242649;0.7054704;31.6930590536;1754.51892473;-1.620469108652191;81.697014;0
11:32:09:750;0.12962891973;0.142421841436;-0.6505179076115102;0.51714754;-0.565134211839;0.0184779868744;1.4662647339640325;-0.49799395;10.0018117223;0.110249488174;-0.3688396753406451;10.266336;752.638877696;1574.22686241;-0.49968838449852804;787.39294;0.653544119214;0.00414462670336;-1.256084848102325;0.7054704;35.0871072679;1850.41159234;-1.7754144726333054;81.697014;0
11:32:09:906;0.152202821205;0.131020702955;-0.6347970327621986;0.59376204;-0.567733630482;0.0187052253264;1.426182993428287;-0.49799395;9.99370564286;0.0993042105068;-0.2495015207284741;10.266336;751.603431875;1547.00824823;-0.45944889039106496;784.29065;0.660299587071;0.00395081363917;-1.159430694087832;0.7371535;38.4811554821;1923.26513339;-1.8797991381555261;95.03335;0
