((time1+time2)*0.5);mean(AccX);var(AccX);kurtosis(AccX);EightythPercentile(AccX);mean(AccY);var(AccY);kurtosis(AccY);EightythPercentile(AccY);mean(AccZ);var(AccZ);kurtosis(AccZ);EightythPercentile(AccZ);mean(light);var(light);kurtosis(light);EightythPercentile(light);mean(speed);var(speed);kurtosis(speed);EightythPercentile(speed);mean(bearing);var(bearing);kurtosis(bearing);EightythPercentile(bearing);stress/non-stress
11:34:11:000;0.101308933939;0.0967092111789;-0.14001438924265264;0.4405331;-0.859586812143;0.122270637333;-0.10640499691970895;-0.5554548;9.96261528482;0.19420740282;0.03996807710428918;10.342952;656.939814464;1455.94746679;-0.30771723961242703;693.9441;21.7310709214;0.201612768682;-0.2918015479098699;22.180502;211.961225893;13.7702203902;-1.6091262497846637;215.56248;1
11:34:11:156;0.111672406838;0.0971047319082;-0.16591987796911845;0.4405331;-0.887427956375;0.142716894981;-0.20355919069636164;-0.5554548;9.95002862232;0.196848340409;0.03265902515024033;10.323798;656.716286036;1482.13550404;-0.31202037076336886;693.9441;21.7948142071;0.183696243941;-0.18732439143416846;22.180502;211.574970893;14.3372105882;-1.6481555617875419;215.56248;1
11:34:11:312;0.11085153748;0.0973738692499;-0.14098308064147735;0.4405331;-0.902169398571;0.1487065392;-0.4168469950588838;-0.5554548;9.94968660268;0.197835936508;0.017450308984120255;10.323798;655.653140179;1609.46024283;-0.2997508229266366;693.9441;21.8585574929;0.157653306253;-0.593462289587452;22.180502;211.188715893;14.6058149363;-1.6799397212453993;215.56248;1
11:34:11:468;0.130347179802;0.103822806711;-0.24320564245398968;0.4405331;-0.914277217;0.154467666565;-0.5755018621165182;-0.5554548;9.95269643304;0.195726372828;0.07698185823599557;10.323798;653.628991107;1889.72272853;-0.11046565795795527;693.9441;21.9114971625;0.14186709639;-1.4069173845418288;22.180502;210.816591375;14.7227804375;-1.688457088497183;215.56248;1
11:34:11:625;0.113382550977;0.114321317565;-0.44350586507149803;0.4405331;-0.918518374929;0.153578375091;-0.5590880094434634;-0.5554548;9.95556949018;0.204087126805;-0.10965186920021042;10.323798;651.256307089;2051.96414922;-0.38000163692729894;693.9441;21.9512324125;0.144025015499;-1.3511392681288987;22.180502;210.461737446;14.754461378;-1.6573383770933998;214.39769;1
11:34:11:781;0.11150139287;0.116129915028;-0.48989232388861526;0.4405331;-0.925358951;0.14650741201;-0.5365175593512785;-0.5746084;9.95522745446;0.200605429983;-0.024509146984841745;10.323798;648.631808821;2197.34832543;-0.5919189376766072;693.9441;21.9909676625;0.143025154423;-1.2819157393147733;22.180502;210.106883518;14.5342996973;-1.5913446301276817;214.39769;1
11:34:11:937;0.110235886441;0.116171410429;-0.4923615381220352;0.4405331;-0.946564738089;0.140970480266;-0.5293360411973014;-0.6512229;9.96145238304;0.200717628596;-0.0229009160377025;10.323798;646.987281232;2258.04572436;-0.6831006278720584;693.9441;22.0307029125;0.138867513162;-1.1936280259703573;22.514812;209.752029589;14.0622953953;-1.4872598360025928;214.39769;1
11:34:12:093;0.110714727066;0.116505843656;-0.5007774515547152;0.4405331;-0.967394292929;0.126819861076;-0.3547769808605885;-0.6512229;9.95714283839;0.201281254046;-0.026507482421455286;10.323798;644.538912661;2182.0561403;-0.5622646797618471;683.0714;22.0748144661;0.136137378537;-1.0612588469964543;22.514812;209.307136018;14.3120157676;-1.214943286800161;214.39769;0
11:34:12:250;0.120941388095;0.12020373692;-0.5862466110304712;0.4405331;-0.982751386464;0.117983481821;-0.24415743853261063;-0.6703765;9.95491966339;0.195482816826;-0.03913713986381673;10.342952;644.000222839;2171.89884296;-0.5400866522010657;683.0714;22.1203847875;0.130906805488;-0.9719061654369474;22.514812;208.832229232;14.4600894476;-0.9997954187665168;214.39769;0
11:34:12:406;0.143959928641;0.126623260148;-0.6744491372039136;0.47884035;-1.01155021221;0.118427486338;-0.3512093046001068;-0.6895301;9.95943442589;0.192653548873;-0.04720158909114369;10.3276288;640.952282804;2107.99445686;-0.43879999666579206;670.24952;22.1634593839;0.124830524596;-0.9110434288450726;22.514812;208.371882321;14.3497314172;-0.8357220597289383;214.39769;0
11:34:12:562;0.148440505873;0.133247159277;-0.5219456342424493;0.47884035;-1.03131947912;0.125785781249;-0.49492324028095824;-0.6895301;9.98402630446;0.199692834115;-0.1776958671995632;10.342952;637.01899625;1847.54155085;-0.18553745064365668;664.45245;22.2018990625;0.121552333207;-0.7409294351307372;22.514812;207.938575179;14.1970675614;-0.6516596491743702;209.49072;0
11:34:12:718;0.164789482445;0.139150338848;-0.3440632861142774;0.4405331;-1.05963946361;0.134491530122;-0.6166789607827985;-0.6895301;9.99076427589;0.210268244246;-0.32601829481368805;10.419566;634.501156768;1643.0998952;-0.024894525511803156;659.2266;22.2403387411;0.115318924041;-0.5345317913561067;22.514812;207.505268036;13.6688935454;-0.44808852040618286;209.49072;0
11:34:12:875;0.191125700838;0.148454029468;-0.46815957228393534;0.47884035;-1.09158495441;0.132823921245;-0.5859448221051697;-0.7661445;10.0038297848;0.205300865432;-0.23123512504803045;10.419566;631.226738196;1328.18551249;-0.6057085796943444;659.2266;22.2787784196;0.106130297098;-0.2968266610537764;22.678194;207.071960893;12.7652093694;-0.2230688017675475;209.49072;1
11:34:13:031;0.195264249338;0.150444276657;-0.5205184922653365;0.47884035;-1.10796813495;0.134409178669;-0.5373384827148886;-0.8619126;10.0036587955;0.209621900421;-0.33094634162045944;10.419566;629.834932482;1273.7179056;-0.542050122720342;659.2266;22.3155976732;0.0930240200229;-0.04476035596495764;22.678194;206.602903625;11.8996935783;0.013606455593484945;209.49072;1
11:34:13:187;0.197042799016;0.144945901874;-0.3811223741364924;0.47884035;-1.1295843578;0.141173082516;-0.618603076538101;-0.8619126;10.014056467;0.211829125496;-0.3890809586049184;10.419566;630.525955875;1288.27453206;-0.5907247293111286;659.2266;22.3494075661;0.0756267258443;0.08052710972142352;22.678194;206.067453268;11.2933425757;0.043878600879661;209.49072;1
11:34:13:343;0.221258440095;0.146740760489;-0.4134153703882326;0.5746084;-1.15708347234;0.147222280758;-0.6582194177002636;-0.8810662;10.0164164536;0.214496820331;-0.42578980029528424;10.43872;630.084959018;1281.06641654;-0.5695167378456554;659.2266;22.3832174589;0.0559432139557;-0.8966789393836758;22.678194;205.532002911;10.1135774031;-0.5130122998340618;209.49072;1
11:34:13:500;0.250878136095;0.143841970351;-0.3181300030017371;0.59376204;-1.18779765877;0.150487571564;-0.588541924303533;-0.90021986;10.0099178821;0.211894201829;-0.3641824268434255;10.43872;628.823252589;1195.94646604;-0.43978897992503097;656.6289;22.4030508607;0.049271078264;-1.7025060547402315;22.678194;205.12798925;10.1694754264;-0.9126527277543168;206.76387;1
11:34:13:656;0.280600440988;0.146446554029;-0.3069414119954743;0.6512229;-1.19108113627;0.149885395723;-0.557711056361307;-0.90021986;10.0099520732;0.212186233654;-0.3712462143619111;10.43872;627.379933054;1149.50736742;-0.31916755921097817;654.0419;22.4182254321;0.047009394996;-1.6240856069756986;22.678194;204.767787821;10.5296685961;-1.012934571394498;206.76387;1
11:34:13:812;0.294863042755;0.150353874415;-0.34410984468010586;0.6512229;-1.18964461439;0.148325220955;-0.5279507138537523;-0.90021986;10.0339967089;0.210152004729;-0.3515213687320582;10.43872;626.399382964;1127.475262;-0.21658080040775296;654.0419;22.4334000036;0.044287176492;-1.5007537393004282;22.678194;204.407586393;10.6303716275;-1.103295034476949;206.76387;1
11:34:13:968;0.320173175327;0.144273201787;-0.08223626300719777;0.6512229;-1.21126083457;0.149647753638;-0.4558010160671828;-0.90021986;10.0493196375;0.205077801158;-0.27194367407420694;10.43872;624.383541304;1145.43969083;-0.22414051868951423;654.0419;22.4481322036;0.0410705595634;-1.3287518159637977;22.678194;204.03924225;10.5656852055;-1.1655527726954613;206.76387;0
11:34:14:125;0.332486211755;0.141582669804;0.05793197236012659;0.6512229;-1.24423241029;0.149644609545;-0.23175296607942153;-0.95001925;10.0145695161;0.188137603237;-0.3288574951365093;10.43872;620.884023268;1251.12727657;-0.18068299216609995;651.4646;22.4588830607;0.0372147940604;-1.1351028850757139;22.678194;203.597613679;11.0165950115;-1.1206621290423988;206.76387;0
11:34:14:281;0.35889083672;0.12383024138;0.09916839710009429;0.6512229;-1.27443355382;0.124060042801;-0.40688403637567827;-0.9768343;9.95136260536;0.190894955475;-0.22027268317514137;10.342952;618.824275554;1421.54500349;-0.2333142691181096;651.4646;22.4696339179;0.0331278666988;-0.920227660039532;22.678194;203.155985107;11.0774332272;-1.2323758157266336;206.76387;0
11:34:14:437;0.372298366934;0.123464297758;0.11451894003026286;0.6512229;-1.28671238907;0.114412210061;-0.40552395923990847;-0.9768343;9.96251274286;0.187206768615;-0.3093514554771306;10.43872;615.163510375;1579.4621828;-0.19270913051326266;651.4646;22.4792684714;0.0295414913023;-0.6586507646560791;22.678194;202.767919661;11.3251986435;-1.365204799367284;206.76387;0
11:34:14:593;0.367749384005;0.119338283947;0.2091510025076455;0.6512229;-1.30340339657;0.100152101094;-0.4481379188327361;-1.05344878;10.0030431607;0.163401127103;-0.17006815473327297;10.43872;609.485045018;2001.06348565;0.4213712442927995;641.25757;22.4879896857;0.0263838870875;-0.3150260506525169;22.678194;202.423678589;11.7736099032;-1.413550459157501;205.62657;0
11:34:14:750;0.379583580673;0.115500539693;0.4537294638740672;0.6512229;-1.29286891121;0.0982466508602;-0.42554348534242425;-1.0534488;10.0199394161;0.162251882157;-0.12934310985705988;10.43872;601.950300232;2166.06436648;0.33509784355344374;641.25757;22.4967109;0.0230741637155;0.09346365560378578;22.678194;202.079437518;11.9850173323;-1.4396642423207016;205.62657;0
11:34:14:906;0.388373721125;0.113987681728;0.62410591811024;0.6512229;-1.28606253782;0.102590863139;-0.5042465225743902;-0.9768343;10.0464124464;0.169675673444;-0.11178213101215784;10.43872;594.365791393;2598.8990674;0.4438086388725435;632.21116;22.5054321143;0.0196123211863;0.5569668251563069;22.678194;201.735196446;11.9594209309;-1.439233407418812;205.62657;0
11:34:15:062;0.395351109071;0.113175842815;0.7551079602685786;0.6512229;-1.27125268821;0.114896072963;-0.6436228239251007;-0.9768343;10.0413504321;0.17045536782;-0.15308855120002507;10.43872;587.217876036;3163.94087651;0.21788215434552605;631.2104;22.5073838821;0.0197299099589;1.6059330224008868;22.678194;201.303536089;12.8629704952;-0.9720780744827708;205.62657;0
11:34:15:218;0.400652555625;0.113158394661;0.7463513680547442;0.6512229;-1.25702428768;0.121432749364;-0.8223713857261865;-0.9576807;10.0610170804;0.172290313103;-0.0829648953548281;10.43872;580.666181911;3812.51418696;-0.14138425908375174;626.24603;22.5025662036;0.0235062043609;2.264402090056657;22.678194;200.784456446;14.4692533846;-0.6267613139249382;205.62657;0
11:34:15:375;0.423739500554;0.0980006689487;1.3027711528545947;0.6512229;-1.24272748232;0.118836866609;-0.8400075827266154;-0.9576807;10.0888240321;0.185061545871;-0.19468929900392284;10.477027;575.438775054;4402.43422973;-0.5650563118267962;626.24603;22.4965545607;0.0275930609995;2.186599079925312;22.678194;200.269438589;15.5848039295;-0.596892250309526;205.62657;0
11:34:15:531;0.427638629318;0.0986981632611;1.29421993323448;0.6512229;-1.21379184464;0.119040292347;-0.9455976204480443;-0.91937345;10.1118425696;0.18109599785;-0.014905469255235282;10.477027;570.048548982;4967.96817005;-0.8941012187208628;626.24603;22.4797972393;0.0345629806218;1.0215161811118847;22.678194;199.790976804;16.6394319779;-0.6648988439162142;202.26509;0
11:34:15:687;0.441935434425;0.099028862274;1.4653917926302107;0.6512229;-1.19751127321;0.123833723048;-1.0317647697110304;-0.90021986;10.1082854571;0.185854023676;-0.061885465131581885;10.477027;564.789211304;5594.98453568;-1.1197364435229507;626.24603;22.4630399179;0.0409712846012;0.20682998292997556;22.678194;199.312515018;17.2362086654;-0.7498444507703681;202.26509;0
11:34:15:843;0.451785865496;0.0889400004431;1.5994416745818807;0.6512229;-1.18564287545;0.124576522472;-1.0404964806349593;-0.90021986;10.0920048821;0.190848377526;-0.2626296878332921;10.457873;560.149803875;6249.62251186;-1.2870986205716015;626.24603;22.4462825964;0.0468179729376;-0.37635228113134067;22.678194;198.834053232;17.3751339922;-0.83199122794574;202.26509;0
11:34:16:000;0.489511643514;0.0604587920762;0.653387803905475;0.6512229;-1.19997388339;0.119062998441;-0.97002026195084;-0.91937345;10.1084222429;0.187832445784;-0.1091925840745982;10.457873;554.547880714;6833.89677996;-1.4450480882898835;626.24603;22.4291779643;0.0524033777921;-0.7906441589586715;22.678194;198.349309518;17.1441836099;-0.9101493550063764;202.26509;0
11:34:16:156;0.540986980657;0.155805495679;20.61022834438144;0.6512229;-1.21639126768;0.108964216344;-0.9803766685991802;-0.91937345;10.0889266;0.301487852879;5.1826707674169175;10.534488;548.679947429;7398.11677371;-1.5630307443559215;626.24603;22.4089475357;0.0599888477914;-1.0428102392703678;22.678194;197.808028446;17.176697262;-0.9876195264534071;202.26509;0
11:34:16:312;0.558430450489;0.21077043325;15.792638976084731;0.6703765;-1.2123211233;0.108681479701;-1.03116264975702;-0.91937345;10.0558866089;0.348637652537;5.3086498916307345;10.457873;541.705316446;7991.20768203;-1.5913656043197673;626.24603;22.3887171071;0.0667557773104;-1.2628389156088229;22.678194;197.266747375;16.6232405175;-1.1975443821035818;202.26509;0
11:34:16:468;0.542013067375;0.221348942766;14.556600950763524;0.6703765;-1.20079475161;0.12323458217;-0.2946349661710288;-0.91937345;10.0541764554;0.347296510188;5.3507149892783055;10.457873;533.402469625;8544.92869181;-1.580789971606832;626.24603;22.364110375;0.0706892770325;-1.4220034769230396;22.678194;196.815505946;16.7759441761;-1.3352265013847728;202.26509;0
11:34:16:625;0.531854811896;0.224649789192;14.328022226518982;0.6703765;-1.17203012819;0.15941714593;0.13952149464586272;-0.80445176;10.0454888929;0.344257960795;5.383689977297184;10.457873;524.008108214;8751.41552305;-1.5648586134693068;623.7783;22.338044875;0.0726598614143;-1.5371337222263364;22.54856;196.394277732;16.9756036869;-1.3872887142497072;199.40508;0
11:34:16:781;0.512495979929;0.233334664266;13.615036039245275;0.6703765;-1.12038377771;0.206091960762;0.34073933871710294;-0.78529817;10.0404952786;0.343450260158;5.358017304369895;10.457873;516.098218607;8946.56426058;-1.558577798476628;623.7783;22.311979375;0.0732716252157;-1.6185005492570552;22.54856;195.973049518;16.8203967807;-1.418169633637573;199.40508;0
11:34:16:937;0.513966704286;0.231579355682;13.8170763518064;0.6703765;-1.06511192014;0.250851199025;0.13507787837428653;-0.7661445;10.0135776214;0.34117823506;5.124311977446196;10.457873;508.172330161;9047.23258204;-1.4877361403481693;623.7783;22.285913875;0.0725245684366;-1.6726799340179261;22.54856;195.551821304;16.3103234575;-1.4364694215062428;199.40508;0
11:34:17:093;0.504458303839;0.227848942008;14.608208037833265;0.6512229;-1.01308933878;0.2691511495;-0.24446919176123894;-0.7086837;10.0136118125;0.337355920207;5.281810849613725;10.457873;500.114593482;8639.02243184;-1.3828253124580785;621.3207;22.2504515179;0.0794809815113;-1.241071012537053;22.54856;195.081562643;15.9896817708;-1.424676448317938;199.40508;0
11:34:17:250;0.479661215175;0.232916706051;14.535267511250574;0.6512229;-0.958330526704;0.2976921322;-0.512859981797094;-0.63206923;10.023735825;0.335611202334;5.48397229071611;10.457873;491.849030982;8206.37831662;-1.246268842654875;621.3207;22.211856875;0.0866815991913;-1.054312087274175;22.54856;194.5949605;15.391746587;-1.476811763951799;199.40508;0
11:34:17:406;0.466082671439;0.23914258746;14.012257176229717;0.6512229;-0.906444755896;0.329268698912;-0.7090045573349939;-0.21068975;10.0343044821;0.333121865837;5.747507778286694;10.457873;484.127257125;7719.75460499;-1.0048968682814328;583.2868;22.1748826571;0.0923268441251;-1.0526991531630934;22.54856;194.144108482;14.7999326775;-1.5640608192360987;199.40508;0
11:34:17:562;0.474462377011;0.236016531134;14.238377426893578;0.6512229;-0.830753779896;0.374437237249;-0.6653401855992476;-0.076614454;10.0233253714;0.330974178398;5.711858569050529;10.457873;475.905777196;6847.04755666;-0.7388034377869492;558.4979;22.1409178;0.0980905600496;-1.0911090916537707;22.424696;193.759649554;14.745511761;-1.4924887834062204;197.12512;0
11:34:17:718;0.456745283046;0.244880185303;13.528635628368704;0.6512229;-0.757012369646;0.401912959044;-0.8137513402818626;-0.05746084;10.0225045152;0.331576875654;5.677689387778095;10.457873;468.347337536;6057.95453208;-0.3387427205235314;556.2972;22.1069529429;0.101547052933;-1.131250998202166;22.424696;193.375190625;14.3954735089;-1.3952470446683798;197.12512;0
11:34:17:875;0.449391662314;0.24837612026;13.269085480734109;0.6512229;-0.681595017307;0.419919402804;-0.9789239543983492;0.076614454;10.0165874259;0.336586401707;5.357115725526739;10.457873;460.157666607;5056.70833207;0.026119065767222782;539.0018;22.0729880857;0.102696322774;-1.155538136434439;22.424696;192.990731696;13.7498179214;-1.2704475020432187;197.12512;0
11:34:18:031;0.4400200711;0.246954130932;13.680280053691003;0.6512229;-0.613668095879;0.458078999707;-1.0817965909960532;0.095768064;10.0157665652;0.337045689094;5.324306802187623;10.457873;452.552991964;4160.20498513;0.5828633061536603;490.27512;22.0367356911;0.103971563553;-1.1139742692418861;22.424696;192.617223018;12.7311594087;-1.1210337478705934;197.12512;0
11:34:18:187;0.435573695832;0.245881623998;13.932475457729847;0.6512229;-0.545604363914;0.468983125088;-1.178624979555624;0.19153613;10.0094390205;0.332291871702;5.47542147079837;10.457873;445.159260839;3100.30223873;0.8217283794953194;480.6919;21.9962350125;0.106801333959;-1.0508417189847543;22.424696;192.264050518;11.304322567;-0.9676129814182719;197.12512;0
11:34:18:343;0.431332537832;0.245407540392;14.10553770449004;0.6512229;-0.47193135845;0.470713435076;-1.261779290807058;0.38307226;10.0073868161;0.328789695521;5.6267188089613445;10.457873;439.970337643;2264.77586203;0.8475400036486462;458.44977;21.9561767054;0.106820003123;-1.0539999237988844;22.424696;191.919020732;9.73143902032;-0.8802133890689312;197.12512;0
11:34:18:500;0.431708770296;0.245487039129;14.084910816089554;0.6512229;-0.383619520414;0.469924953751;-1.372941145914993;0.40222588;10.0287294196;0.332194430484;5.744408297567793;10.457873;435.614263536;1734.92001841;1.4758239417267287;453.05182;21.9200997411;0.108156273909;-1.026859823039489;22.045607;191.647275375;8.89580196706;-0.4918551623089793;192.22964;0
11:34:18:656;0.432529639011;0.245634494633;14.043412676100967;0.6512229;-0.313879845414;0.479815374148;-1.4600461402498317;0.45968673;10.0763398357;0.301686307324;7.867060838578247;10.457873;431.1298735;1287.38963704;2.4111966160754044;451.2668;21.8840227768;0.10688944999;-0.9886224813843838;22.045607;191.375530018;7.91247383555;0.04368290006682818;192.22964;0
11:34:18:812;0.426236307939;0.24460844431;14.347781369591491;0.63206923;-0.245747704771;0.49586158971;-1.3667057938840368;0.51714754;10.0699781;0.300199294619;7.894015464193934;10.457873;427.127407732;810.69190386;0.32833312104285994;447.7174;21.8479458125;0.103019531368;-0.9418185887360688;22.045607;191.103784661;6.78145462578;0.7912621238870021;192.22964;0
11:34:18:968;0.421584716261;0.244375188225;14.502111431056363;0.63206923;-0.155383690664;0.554598005917;-1.1000794950795922;0.5363012;10.0467201321;0.308285874581;7.0419141485157635;10.457873;425.10790075;640.034851938;-0.18475209320693287;447.7174;21.8081642661;0.102038461468;-0.4156133545979155;22.045607;190.846251321;5.50284551844;1.812804825017455;192.22964;0
11:34:19:125;0.424149932725;0.245556577592;14.269959212634266;0.6512229;-0.0809240157536;0.570262793104;-1.1162069644562378;0.5363012;10.0200760696;0.314343786617;6.390917316104929;10.457873;422.892575821;491.840300245;-0.7024830298318574;444.19617;21.7473900875;0.126824563171;0.8241046441722073;22.045607;190.66925275;4.12601329162;2.808642029342865;192.22964;0
11:34:19:281;0.443474560371;0.24937684999;13.288769104986702;0.6512229;-0.00837970243214;0.586302586002;-1.1129809095610887;0.582269848;9.97082389821;0.331408442758;5.046553243111898;10.381259;421.654717768;430.076543138;-0.9070906806397563;444.19617;21.6866159089;0.144223663311;0.7301309252045733;22.045607;190.492254179;2.68652407622;2.562000797855223;192.22964;0
11:34:19:437;0.469400345211;0.259525257995;11.520993646092652;0.7086837;0.0443953434071;0.592966097276;-1.1069076530143445;0.6512229;9.96808767857;0.332809069061;4.959368985613675;10.381259;421.306553125;410.903737864;-0.9103909279602522;442.44608;21.6326111768;0.162439316172;0.25522506615640594;22.045607;190.402674893;1.93940333798;-1.4619355470575697;192.22964;0
11:34:19:593;0.494505259746;0.262594736962;10.672426076586701;0.7086837;0.103976760729;0.582210340363;-1.011340502979614;0.78529817;9.96035785;0.330132636862;4.985079687592069;10.381259;422.038162107;463.091108284;-0.6033485530164939;442.44608;21.5853758911;0.183665014601;-0.21506493572023766;21.94836;190.400514893;1.93163681992;-1.4618543800973862;192.16916;0
11:34:19:750;0.493718593218;0.266988994583;10.25724077374006;0.7469909;0.177170926621;0.554027467432;-0.8496284112843324;0.8619126;9.95170453304;0.31966227148;5.328050299815793;10.381259;421.820236107;451.722178641;-0.5586238881262418;442.44608;21.5381406054;0.200428368597;-0.5875811792401069;21.94836;190.398354893;1.92386097065;-1.4618757987794997;192.16916;0
11:34:19:906;0.473025849612;0.283210336275;9.292761294229848;0.71634514;0.259668275193;0.578458550449;-0.6291474834540072;0.90021986;9.94274338482;0.31065962863;5.669420189365564;10.362105;421.798021679;450.468114933;-0.5539714041205004;442.44608;21.4909053196;0.21272937816;-0.8755159116959592;21.94836;190.396194893;1.91607579019;-1.4620028528424114;192.16916;0
11:34:20:062;0.465945853184;0.288508073736;8.98949077524347;0.7086837;0.341584177514;0.578454218618;-0.4316427842656303;0.91937345;9.94982338214;0.307085923925;5.949342026246843;10.362105;422.056590125;455.393363414;-0.6064971981333533;442.44608;21.4499580018;0.215155907388;-1.034977370285021;21.94836;190.451731429;2.42048594836;2.5816578850623895;192.16916;0
11:34:20:218;0.462730781648;0.294638357333;8.574109784668561;0.7469909;0.419942978318;0.545871264828;-0.12589775736732278;1.01514152;9.97417582679;0.329872115459;5.255669684917336;10.381259;422.560201821;466.207283521;-0.6861240315258605;442.44608;21.4236826089;0.202494783806;-1.0203551826067314;21.94836;190.641893214;4.07302711407;3.724204705935228;192.16916;0
11:34:20:375;0.454761510112;0.293442204807;8.806036830456351;0.7469909;0.490640336621;0.449431128042;0.13544303290123993;1.091756;9.97934047679;0.33336049736;5.158838781123682;10.381259;423.136677518;477.665609531;-0.7589702325032159;444.19617;21.3977545268;0.188869225595;-0.993036781770587;21.94836;190.838336929;5.65971533049;2.4282972647940424;192.16916;1
11:34:20:531;0.427022973898;0.194040854133;7.274613132698436;0.7469909;0.568520297961;0.372983180375;0.08579555081523749;1.091756;10.0104993125;0.230926227763;4.124667224192929;10.381259;423.719744857;486.385465149;-0.7998007161339005;444.19617;21.3749522411;0.177797593275;-0.9429952201124929;21.597544;191.091318;7.20168936985;1.1567084024942842;192.16916;1
11:34:20:687;0.429451378959;0.140931290108;-0.390987085428415;0.7469909;0.663570103979;0.328702323691;-0.3020637821845771;1.14921684;10.0239752393;0.18497442964;-0.03640483013752194;10.381259;425.1097745;475.375387177;-0.7955436809752694;444.19617;21.3521499554;0.165686072488;-0.8748963437644224;21.597544;191.344299071;8.61566456421;0.2772058629560963;192.16916;1
11:34:20:843;0.447818326877;0.134281569973;-0.23780306867511936;0.7469909;0.736695861414;0.287150689666;-0.8582235920882662;1.3215994;10.0099520857;0.192985007454;-0.2450454056539546;10.381259;427.165599518;436.48266121;-0.6643859020974823;444.19617;21.3293476696;0.152534663233;-0.7950972051900651;21.597544;191.597280143;9.90164091356;-0.3462308967014902;192.16916;1
11:34:21:000;0.449528470427;0.147344111597;0.5735608598817179;0.7469909;0.764058167543;0.31360210964;2.071132662750273;1.3215994;10.0193236821;0.219775869077;1.2869097243108714;10.381259;429.416768714;389.014515124;-0.632280228840914;445.95343;21.3031404536;0.140473084202;-0.7588475751007682;21.597544;191.877823982;11.515101558;-0.482528447342911;197.55417;1
11:34:21:156;0.439267605609;0.17561799911;1.6422365490608275;0.7469909;0.748940495275;0.419088274015;4.566797512646146;1.3215994;10.07466395;0.313625412636;1.8569374428638845;10.534488;430.756478429;342.027282563;-0.4513265811033511;445.95343;21.2576386321;0.137656980374;-0.9899452512476077;21.597544;192.314556839;15.4358878935;-0.06652736285854699;197.55417;0
11:34:21:312;0.481337149109;0.262040555132;3.3202200015371224;0.7469909;0.727016447346;0.490611596376;3.4695572567507753;1.3215994;10.0740482786;0.353198719185;1.3767647198502395;10.534488;432.18882575;292.666398448;-0.4631703461850436;445.95343;21.2121368107;0.13070004504;-1.3325301740947664;21.597544;192.751289696;18.9752030521;-0.3374455859738723;197.55417;0
11:34:21:468;0.447920933734;0.317474026467;2.391282749869303;0.7469909;0.766657587775;0.472589310582;4.340382040257987;1.3215994;10.1013763536;0.385563528577;0.9264851057455052;10.534488;433.190301196;286.170845342;-0.36386909377147925;445.95343;21.1760318464;0.13090892594;-1.5651703238309678;21.597544;193.237053;21.7744312119;-0.6568201823295854;197.55417;0
11:34:21:625;0.447578904612;0.323879375692;2.2467986796976644;0.7469909;0.801510323557;0.456076766155;5.214087858487041;1.3215994;10.097785075;0.387873902537;0.8955006878909884;10.534488;434.364073554;260.737945628;-0.10345467836435018;445.95343;21.1430591679;0.132466489801;-1.67617047039267;21.414541;193.739159786;23.9652422249;-0.935041335733561;197.55417;0
11:34:21:781;0.461465274277;0.316844129807;2.4428763270251235;0.7469909;0.842348566321;0.448364140495;5.964855332043337;1.3982137;10.0619746661;0.414972027468;0.6994047269172365;10.534488;434.604580875;251.884524328;0.01449576181228851;445.95343;21.1100864893;0.131849658598;-1.7496222522247153;21.414541;194.241266571;25.6518307893;-1.1597830390912947;197.55417;0
11:34:21:937;0.467108749652;0.316753555096;2.4384619467518593;0.7469909;0.861160150054;0.445710552053;6.313099517390629;1.3982137;10.05694685;0.417527956471;0.679439751047783;10.534488;434.929983054;247.228833876;0.09502955775414845;445.95343;21.0771138107;0.129058432331;-1.7940433742560056;21.414541;194.743373357;26.8341969053;-1.332077443440746;202.69922;0
11:34:22:093;0.486535985509;0.307948686979;2.6769461368791925;0.7661445;0.878261590396;0.454984832204;6.1879160616296485;1.4173675;10.0368355571;0.423252537349;0.6729694993892226;10.534488;435.632330393;226.482920736;0.41602782841669317;445.95343;21.0391096911;0.128879582265;-1.7646401416611504;21.414541;195.370850982;30.0426624697;-1.1267011191368093;202.69922;0
11:34:22:250;0.485954536527;0.303820286473;2.8122024741420315;0.7661445;0.893310859804;0.461219597082;6.157995085067451;1.4173675;10.0500720571;0.42136170995;0.6523005204831773;10.534488;435.848653661;202.90116792;-0.1234998614960432;445.95343;20.9983963339;0.12816270249;-1.739203929356134;21.414541;196.065835982;33.7284132792;-1.0478031356039537;202.69922;0
11:34:22:406;0.484723233348;0.301470037206;2.902818122197247;0.7661445;0.918005340875;0.46265298;6.431157658892895;1.4173675;10.0497300143;0.421207105235;0.6564086441333936;10.534488;437.593572268;190.638877486;-0.2088526483809221;451.2668;20.9599705143;0.126634220934;-1.7178640602029434;21.414541;196.749870732;36.6162882451;-1.1046096753704768;202.69922;0
11:34:22:562;0.47887454092;0.302540371565;2.8707383714678354;0.7661445;0.940100401446;0.461921274563;6.763249055563012;1.4173675;10.0397427643;0.423014769129;0.6647773696158699;10.534488;438.117795625;190.618730606;-0.1935961110628499;451.2668;20.9257929786;0.127100829496;-1.621313045690573;21.309896;197.413569304;38.9077871831;-1.1900316485976858;202.69922;0
